state,forecast_date,target_end_date,trained_q50,actual,normalized_interval_width,normalized_disagreement,num_modes,branch_1_center,branch_1_weight,branch_2_center,branch_2_weight,branch_3_center,branch_3_weight,forecast_error,closest_actual_branch
Rhode Island,2022-03-28,2022-04-02,753.0,1336.0,0.6162018592297477,0.7293264658622237,1,800.7541044366408,1.0,,,,,0.43637724550898205,
Rhode Island,2022-04-04,2022-04-09,798.0,1864.0,1.4837092731829573,0.6743581068972231,1,796.3038297777941,1.0,,,,,0.5718884120171673,
Rhode Island,2022-04-11,2022-04-16,1321.0,2508.0,0.9462528387585163,0.5006419986589942,1,1390.6106304732496,1.0,,,,,0.4732854864433812,
Rhode Island,2022-04-18,2022-04-23,2235.0,2366.0,0.9011185682326622,2.1719982671167806,1,3660.2136857060705,1.0,,,,,0.05536770921386306,
Rhode Island,2022-04-25,2022-04-30,2437.0,3383.0,0.8727944193680756,1.9550247498938167,1,3527.028574100626,1.0,,,,,0.2796334614247709,
Rhode Island,2022-05-02,2022-05-07,3407.0,4268.0,0.9134135603169944,0.3044331744880793,3,1449.7168226771653,0.17954343209841683,3393.655289448819,0.5438327347629803,3986.7212623622045,0.2766238331386028,0.20173383317713214,3.0
Rhode Island,2022-05-09,2022-05-14,4449.0,5374.0,0.6925151719487526,0.16167189217275693,3,4145.993637009557,0.44344892109046424,4936.439551590787,0.23445716993093949,5517.649782900515,0.3220939089785963,0.17212504652028285,3.0
Rhode Island,2022-05-16,2022-05-21,5480.0,5812.0,0.8164233576642336,0.729826068487299,3,3713.586145725909,0.18558077918375182,5424.558437177727,0.6224656119607648,6707.78765576659,0.19195360885548352,0.05712319339298004,2.0
Rhode Island,2022-05-23,2022-05-28,5697.0,4192.0,1.4088116552571528,0.605664200543164,3,4715.896003620819,0.2742042279170509,5389.595432709508,0.1981948538799801,5894.870004526024,0.5276009182029691,0.26417412673336843,1.0
Rhode Island,2022-05-30,2022-06-04,4335.0,3298.0,0.9926182237600922,0.13416411812201848,1,4225.711937244626,1.0,,,,,0.23921568627450981,
Rhode Island,2022-06-06,2022-06-11,3368.0,2614.0,1.3836104513064134,0.24481454297935168,1,3250.3972385030747,1.0,,,,,0.22387173396674584,
Rhode Island,2022-06-13,2022-06-18,2636.0,2095.0,1.5584218512898331,0.26555143553684896,1,2674.174752859804,1.0,,,,,0.20523520485584218,
Rhode Island,2022-06-20,2022-06-25,2250.0,1826.0,1.1142222222222222,0.1880460338045881,1,2404.4190743282543,1.0,,,,,0.18844444444444444,
Rhode Island,2022-06-27,2022-07-02,1813.0,1944.0,1.4699393270821843,0.2532167540607775,1,1846.208862858703,1.0,,,,,0.06738683127572016,
Rhode Island,2022-07-04,2022-07-09,1947.0,1552.0,1.086286594761171,0.15772547024649883,1,1915.6485394269937,1.0,,,,,0.20287621982537238,
Rhode Island,2022-07-11,2022-07-16,1545.0,2064.0,1.5553398058252428,0.24087842455295158,1,1696.5786010917438,1.0,,,,,0.251453488372093,
Rhode Island,2022-07-18,2022-07-23,2001.0,1864.0,1.1849075462268865,0.16249924442817,1,2037.2677289940143,1.0,,,,,0.06846576711644178,
Rhode Island,2022-07-25,2022-07-30,1899.0,1867.0,1.1664033701948393,0.09159495097498502,1,1961.3446043300546,1.0,,,,,0.01685097419694576,
Rhode Island,2022-08-01,2022-08-06,1865.0,2078.0,1.6300268096514745,0.10841842003128029,1,1924.3667206842479,1.0,,,,,0.10250240615976901,
Rhode Island,2022-08-08,2022-08-13,2076.0,782.0,1.0573217726396917,0.1137940062336566,1,2124.8161159280967,1.0,,,,,0.6233140655105973,
Rhode Island,2022-08-15,2022-08-20,1321.0,1672.0,1.4072672218016653,0.34333916808571363,1,1234.8442877856633,1.0,,,,,0.20992822966507177,
Rhode Island,2022-08-22,2022-08-27,1700.0,1707.0,1.1441176470588235,0.09980512791719613,1,1732.3144959404535,1.0,,,,,0.004100761570005858,
Rhode Island,2022-08-29,2022-09-03,1692.0,1997.0,1.2653664302600474,0.043982020762963814,1,1716.0747121542774,1.0,,,,,0.1527290936404607,
Rhode Island,2022-09-05,2022-09-10,1869.0,1540.0,1.4034242910647405,0.08537748952417641,1,1853.9336132884089,1.0,,,,,0.1760299625468165,
Rhode Island,2022-09-12,2022-09-17,1807.0,1564.0,1.3060320973990038,0.11235270455203952,1,1740.9313802371357,1.0,,,,,0.1344770337576093,
Rhode Island,2022-09-19,2022-09-24,1565.0,1824.0,1.2900958466453674,0.1096503671356489,1,1493.4317624326577,1.0,,,,,0.14199561403508773,
Rhode Island,2022-09-26,2022-10-01,1734.0,1898.0,1.1349480968858132,0.13007183780603282,1,1677.7784354179598,1.0,,,,,0.08640674394099052,
Rhode Island,2022-10-03,2022-10-08,1805.0,1781.0,1.3141274238227147,0.09715436882885636,1,1764.8129411038851,1.0,,,,,0.013296398891966758,
Rhode Island,2022-10-10,2022-10-15,1837.0,1632.0,1.357103973870441,0.12139296026398555,1,1794.5134709677066,1.0,,,,,0.1115949918345128,
